,ao_link,lat,lon,itemLabel,ao_description,tier,color,address,url,thingLabel,description,fetched_coordinates,item,articleDE,articleEN,location,distance,sitelinks,thing,to_drop_key
60,,26.7975,75.8266,Rajasthan University of Health Sciences,,C,yellow,,,university,,,http://www.wikidata.org/entity/Q7285851,,https://en.wikipedia.org/wiki/Rajasthan_University_of_Health_Sciences,Point(75.8266 26.7975),13.137,3.0,http://www.wikidata.org/entity/Q3918,"('26.7975', '75.8266')"
62,,26.90578611,75.81914444,Sawai ManSingh Medical College,,C,yellow,,,medical college in India,,,http://www.wikidata.org/entity/Q7428546,,https://en.wikipedia.org/wiki/Sawai_Man_Singh_Medical_College,Point(75.81914444 26.90578611),1.075,3.0,http://www.wikidata.org/entity/Q17072837,"('26.90578611', '75.81914444')"
63,,26.96356389,75.84738889,Kanak Vrindavan,,C,yellow,,,park,,,http://www.wikidata.org/entity/Q12417933,,https://en.wikipedia.org/wiki/Kanak_Vrindavan,Point(75.84738889 26.96356389),6.045,3.0,http://www.wikidata.org/entity/Q22698,"('26.96356389', '75.84738889')"
64,,26.9567,75.779,Biyani Institute of Science and Management for Girls,,C,yellow,,,university,,,http://www.wikidata.org/entity/Q19882379,,https://en.wikipedia.org/wiki/Biyani_Institute_of_Science_and_Management_for_Girls,Point(75.779 26.9567),6.061,3.0,http://www.wikidata.org/entity/Q3918,"('26.9567', '75.779')"
65,,26.91527778,75.78694444,"Railway Cricket Ground, Jaipur",,C,yellow,,,cricket field,,,http://www.wikidata.org/entity/Q24748004,,"https://en.wikipedia.org/wiki/Railway_Cricket_Ground,_Jaipur",Point(75.78694444 26.91527778),3.176,3.0,http://www.wikidata.org/entity/Q682943,"('26.91527778', '75.78694444')"
66,,26.815,75.78611111,Sanghiji,,C,yellow,,,Jain temple,,,http://www.wikidata.org/entity/Q24931166,,https://en.wikipedia.org/wiki/Sanghiji,Point(75.78611111 26.815),11.636,3.0,http://www.wikidata.org/entity/Q2613100,"('26.815', '75.78611111')"
68,,26.894621,75.81674,Moti Dungri,,C,yellow,,,Hindu temple,,,http://www.wikidata.org/entity/Q28154167,,https://en.wikipedia.org/wiki/Moti_Dungri,Point(75.81674 26.894621),2.327,3.0,http://www.wikidata.org/entity/Q842402,"('26.894621', '75.81674')"
69,,26.9262837,75.8268671,Kalki Mandir,,C,yellow,,,Hindu temple,,,http://www.wikidata.org/entity/Q55615608,,https://en.wikipedia.org/wiki/Kalki_Mandir,Point(75.8268671 26.9262837),1.435,3.0,http://www.wikidata.org/entity/Q842402,"('26.9262837', '75.8268671')"
70,,26.8575,75.7625,"City Park, Jaipur",,C,yellow,,,urban park,,,http://www.wikidata.org/entity/Q127787701,,"https://en.wikipedia.org/wiki/City_Park,_Jaipur",Point(75.7625 26.8575),8.538,3.0,http://www.wikidata.org/entity/Q22746,"('26.8575', '75.7625')"
73,,26.8622,75.8156,"National Institute of Food Technology, Entrepreneurship and Management, Thanjavur",,C,yellow,,,university,,,http://www.wikidata.org/entity/Q6020591,,"https://en.wikipedia.org/wiki/National_Institute_of_Food_Technology,_Entrepreneurship_and_Management,_Thanjavur",Point(75.8156 26.8622),5.931,2.0,http://www.wikidata.org/entity/Q3918,"('26.8622', '75.8156')"
74,,26.8928872,75.8141408,Jaipur Development Authority,,C,yellow,,,organization,,,http://www.wikidata.org/entity/Q6124124,,https://en.wikipedia.org/wiki/Jaipur_Development_Authority,Point(75.8141408 26.8928872),2.555,2.0,http://www.wikidata.org/entity/Q43229,"('26.8928872', '75.8141408')"
76,,26.936347222222,75.923522222222,LNM Institute of Information Technology,,C,yellow,,,university,,,http://www.wikidata.org/entity/Q6459368,,https://en.wikipedia.org/wiki/LNM_Institute_of_Information_Technology,Point(75.923522222 26.936347222),10.621,2.0,http://www.wikidata.org/entity/Q3918,"('26.936347222222', '75.923522222222')"
78,,26.911666022398,75.815130272243,Maharani College,,C,yellow,,,constituent college,,,http://www.wikidata.org/entity/Q6733298,,https://en.wikipedia.org/wiki/Maharani_College,Point(75.815130272 26.911666022),0.569,2.0,http://www.wikidata.org/entity/Q62079009,"('26.911666022398', '75.815130272243')"
79,,26.9154985,75.8101639,"Raj Mandir Cinema, Jaipur",,C,yellow,,,movie theater,,,http://www.wikidata.org/entity/Q7285323,,https://en.wikipedia.org/wiki/Raj_Mandir_Cinema,Point(75.8101639 26.9154985),0.874,2.0,http://www.wikidata.org/entity/Q41253,"('26.9154985', '75.8101639')"
81,,26.9,75.8,Sotwara,,C,yellow,,,Village in India,,,http://www.wikidata.org/entity/Q7564039,,https://en.wikipedia.org/wiki/Sotwara,Point(75.8 26.9),2.549,2.0,http://www.wikidata.org/entity/Q56436498,"('26.9', '75.8')"
82,,26.942922,75.8246595,Cenotaphs of Gaitore,,C,yellow,,,cenotaph,,,http://www.wikidata.org/entity/Q12424215,,,Point(75.8246595 26.942922),3.105,2.0,http://www.wikidata.org/entity/Q321053,"('26.942922', '75.8246595')"
83,,26.9106,75.8164,"Maharaja College, Jaipur",,C,yellow,,,academic institution,,,http://www.wikidata.org/entity/Q13645962,,"https://en.wikipedia.org/wiki/Maharaja_College,_Jaipur",Point(75.8164 26.9106),0.598,2.0,http://www.wikidata.org/entity/Q4671277,"('26.9106', '75.8164')"
84,,26.8482911,75.8572343,Jaipur National University,,C,yellow,,,university,,,http://www.wikidata.org/entity/Q14957004,,https://en.wikipedia.org/wiki/Jaipur_National_University,Point(75.8572343 26.8482911),8.377,2.0,http://www.wikidata.org/entity/Q3918,"('26.8482911', '75.8572343')"
85,,26.91738333,75.79804444,"St Xaviers College, Jaipur",,C,yellow,,,university,,,http://www.wikidata.org/entity/Q14957049,,https://en.wikipedia.org/wiki/St._Xavier%27s_College_Jaipur,Point(75.79804444 26.91738333),2.087,2.0,http://www.wikidata.org/entity/Q3918,"('26.91738333', '75.79804444')"
88,,26.9566266,75.7768861,Biyani Group of Colleges,,C,yellow,,,university,,,http://www.wikidata.org/entity/Q19882378,,https://en.wikipedia.org/wiki/Biyani_Group_of_Colleges,Point(75.7768861 26.9566266),6.194,2.0,http://www.wikidata.org/entity/Q3918,"('26.9566266', '75.7768861')"
89,,26.8731552,75.8144564,Indian Institute of Crafts and Design,,C,yellow,,,university,,,http://www.wikidata.org/entity/Q19891888,,https://en.wikipedia.org/wiki/Indian_Institute_of_Crafts_and_Design,Point(75.8144564 26.8731552),4.725,2.0,http://www.wikidata.org/entity/Q3918,"('26.8731552', '75.8144564')"
90,,26.894027777778,75.803222222222,Sawai Mansingh Indoor Stadium,,C,yellow,,,stadium,,,http://www.wikidata.org/entity/Q21519711,,https://en.wikipedia.org/wiki/Sawai_Mansingh_Indoor_Stadium,Point(75.803222222 26.894027777),2.849,2.0,http://www.wikidata.org/entity/Q483110,"('26.894027777778', '75.803222222222')"
91,,26.854536,75.8261661,Bit Jaipur,,C,yellow,,,academic institution,,,http://www.wikidata.org/entity/Q24590285,,"https://en.wikipedia.org/wiki/Birla_Institute_of_Technology,_Jaipur",Point(75.8261661 26.854536),6.811,2.0,http://www.wikidata.org/entity/Q4671277,"('26.854536', '75.8261661')"
94,,26.92,75.8,Manaksas,,C,yellow,,,human-geographic territorial entity,,,http://www.wikidata.org/entity/Q27964045,,https://en.wikipedia.org/wiki/Manaksas,Point(75.8 26.92),1.949,2.0,http://www.wikidata.org/entity/Q15642541,"('26.92', '75.8')"
101,,26.889042,75.730431,Rawat PG Girls College,,C,yellow,,,academic institution,,,http://www.wikidata.org/entity/Q30625906,,https://en.wikipedia.org/wiki/Rawat_PG_Girls_College,Point(75.730431 26.889042),9.259,2.0,http://www.wikidata.org/entity/Q4671277,"('26.889042', '75.730431')"
103,,27.031,75.894,Arya College,,C,yellow,,,private university,,,http://www.wikidata.org/entity/Q48732496,,https://en.wikipedia.org/wiki/Arya_College,Point(75.894 27.031),14.843,2.0,http://www.wikidata.org/entity/Q902104,"('27.031', '75.894')"
107,,26.922964,75.822593,Tarkeshwar Nath Temple,,C,yellow,,,Hindu temple,,,http://www.wikidata.org/entity/Q65122612,,https://en.wikipedia.org/wiki/Tarkeshwar_Nath_Temple,Point(75.822593 26.922964),0.908,2.0,http://www.wikidata.org/entity/Q842402,"('26.922964', '75.822593')"
108,,26.8586,75.8146,Cathedral of Our Lady of the Annunciation in Jaipur,,C,yellow,,,Catholic cathedral,,,http://www.wikidata.org/entity/Q117428610,,,Point(75.8146 26.8586),6.337,2.0,http://www.wikidata.org/entity/Q56242215,"('26.8586', '75.8146')"
109,,26.915242605588,75.801424724315,Amrapali Museum,,C,yellow,,,museum,,,http://www.wikidata.org/entity/Q117473179,,https://en.wikipedia.org/wiki/Amrapali_Museum,Point(75.801424724 26.915242605),1.741,2.0,http://www.wikidata.org/entity/Q33506,"('26.915242605588', '75.801424724315')"
110,,26.85547,75.8145253,ARCH Academy of Design,,D,blue,,,university,,,http://www.wikidata.org/entity/Q4653604,,https://en.wikipedia.org/wiki/ARCH_Academy_of_Design,Point(75.8145253 26.85547),6.685,1.0,http://www.wikidata.org/entity/Q3918,"('26.85547', '75.8145253')"
111,,26.9305629,75.8206665,Chaugan Stadium,,D,blue,,,stadium,,,http://www.wikidata.org/entity/Q5088134,,https://en.wikipedia.org/wiki/Chaugan_Stadium,Point(75.8206665 26.9305629),1.688,1.0,http://www.wikidata.org/entity/Q483110,"('26.9305629', '75.8206665')"
115,,26.868527777778,75.764583333333,Neerja Modi School,,D,blue,,,boarding school,,,http://www.wikidata.org/entity/Q6986946,,https://en.wikipedia.org/wiki/Neerja_Modi_School,Point(75.764583333 26.868527777),7.505,1.0,http://www.wikidata.org/entity/Q269770,"('26.868527777778', '75.764583333333')"
116,,26.87055833,75.69424444,Rajasthan pharmacy college,,D,blue,,,university,,,http://www.wikidata.org/entity/Q7285853,,https://en.wikipedia.org/wiki/Rajasthan_Pharmacy_College,Point(75.69424444 26.87055833),13.339,1.0,http://www.wikidata.org/entity/Q3918,"('26.87055833', '75.69424444')"
120,,26.904008,75.808915,"Central Park, Jaipur",,D,blue,,,park,,,http://www.wikidata.org/entity/Q16247328,,"https://en.wikipedia.org/wiki/Central_Park,_Jaipur",Point(75.808915 26.904008),1.618,1.0,http://www.wikidata.org/entity/Q22698,"('26.904008', '75.808915')"
122,,26.92359,75.80059,Sindhi Camp,,D,blue,,,Inter State Bus Terminal,,,http://www.wikidata.org/entity/Q16909762,,https://en.wikipedia.org/wiki/Sindhi_Camp,Point(75.80059 26.92359),2.035,1.0,http://www.wikidata.org/entity/Q16963757,"('26.92359', '75.80059')"
124,,26.811677777778,75.889888888889,Vivekananda Global University,,D,blue,,,university,,,http://www.wikidata.org/entity/Q19899106,,https://en.wikipedia.org/wiki/Vivekananda_Global_University,Point(75.889888888 26.811677777),13.514,1.0,http://www.wikidata.org/entity/Q3918,"('26.811677777778', '75.889888888889')"
126,,26.92296,75.826814,Badi Chaupar,,D,blue,,,terminus,,,http://www.wikidata.org/entity/Q20311991,,https://en.wikipedia.org/wiki/Badi_Chaupar_metro_station,Point(75.826814 26.92296),1.14,1.0,http://www.wikidata.org/entity/Q20202072,"('26.92296', '75.826814')"
130,,26.899279,75.735711,Jayshree Periwal High School,,D,blue,,,high school,,,http://www.wikidata.org/entity/Q24947697,,https://en.wikipedia.org/wiki/Jayshree_Periwal_High_School,Point(75.735711 26.899279),8.45,1.0,http://www.wikidata.org/entity/Q9826,"('26.899279', '75.735711')"
138,,26.846944444444,75.844166666667,Kho,,D,blue,,,hill,,,http://www.wikidata.org/entity/Q26817671,,,Point(75.844166666 26.846944444),8.017,1.0,http://www.wikidata.org/entity/Q54050,"('26.846944444444', '75.844166666667')"
153,,26.905769,75.805197,Birla Institute of Scientific Research,,D,blue,,,facility,,,http://www.wikidata.org/entity/Q30264786,,https://en.wikipedia.org/wiki/Birla_Institute_of_Scientific_Research,Point(75.805197 26.905769),1.74,1.0,http://www.wikidata.org/entity/Q13226383,"('26.905769', '75.805197')"
154,,26.88081,75.7531503,IPS Business School,,D,blue,,,academic institution,,,http://www.wikidata.org/entity/Q30622395,,https://en.wikipedia.org/wiki/IPS_Business_School,Point(75.7531503 26.88081),7.58,1.0,http://www.wikidata.org/entity/Q4671277,"('26.88081', '75.7531503')"
156,,26.888919444444,75.891236111111,"ICFAI University, Jaipur",,D,blue,,,university,,,http://www.wikidata.org/entity/Q30632331,,"https://en.wikipedia.org/wiki/ICFAI_University,_Jaipur",Point(75.891236111 26.888919444),7.748,1.0,http://www.wikidata.org/entity/Q3918,"('26.888919444444', '75.891236111111')"
157,,26.8708717,75.804616,Haridev Joshi University of Journalism and Mass Communication,,D,blue,,,academic institution,,,http://www.wikidata.org/entity/Q39047119,,https://en.wikipedia.org/wiki/Haridev_Joshi_University_of_Journalism_and_Mass_Communication,Point(75.804616 26.8708717),5.158,1.0,http://www.wikidata.org/entity/Q4671277,"('26.8708717', '75.804616')"
158,,27.013333333333,75.826388888889,Q49703292,,D,blue,,,intermittent reservoir,,,http://www.wikidata.org/entity/Q49703292,,,Point(75.826388888 27.013333333),10.907,1.0,http://www.wikidata.org/entity/Q55470036,"('27.013333333333', '75.826388888889')"
159,,26.956388888889,75.849722222222,Q49703555,,D,blue,,,intermittent reservoir,,,http://www.wikidata.org/entity/Q49703555,,,Point(75.849722222 26.956388888),5.477,1.0,http://www.wikidata.org/entity/Q55470036,"('26.956388888889', '75.849722222222')"
161,,26.993934,75.850776,Anokhi Museum of Hand Printing,,D,blue,,,museum,,,http://www.wikidata.org/entity/Q61931254,,https://en.wikipedia.org/wiki/Anokhi_Museum_of_Hand_Printing,Point(75.850776 26.993934),9.277,1.0,http://www.wikidata.org/entity/Q33506,"('26.993934', '75.850776')"
162,,26.923983,75.822642,Isar lat,,D,blue,,,tower,,,http://www.wikidata.org/entity/Q97119492,,,Point(75.822642 26.923983),1.015,1.0,http://www.wikidata.org/entity/Q12518,"('26.923983', '75.822642')"
163,,26.917111111111,75.852305555556,Sun Temple,,D,blue,,,Hindu temple,,,http://www.wikidata.org/entity/Q97119504,,,Point(75.852305555 26.917111111),3.309,1.0,http://www.wikidata.org/entity/Q842402,"('26.917111111111', '75.852305555556')"
164,,26.98982112,75.84987867,Sun Temple,,D,blue,,,temple,,,http://www.wikidata.org/entity/Q97119518,,,Point(75.84987867 26.98982112),8.817,1.0,http://www.wikidata.org/entity/Q44539,"('26.98982112', '75.84987867')"
165,,26.991166666667,75.851222222222,Panna Meena ka Kund,,D,blue,,,stepwell,,,http://www.wikidata.org/entity/Q97119522,,,Point(75.851222222 26.991166666),9.004,1.0,http://www.wikidata.org/entity/Q1473950,"('26.991166666667', '75.851222222222')"
166,,26.98625,75.853333333333,Dalaram Garden,,D,blue,,,garden,,,http://www.wikidata.org/entity/Q97119523,,,Point(75.853333333 26.98625),8.576,1.0,http://www.wikidata.org/entity/Q1107656,"('26.98625', '75.853333333333')"
167,,26.9255,75.8272,Sawai Man Singh Town Hall,,D,blue,,,Rathaus,,,http://www.wikidata.org/entity/Q97119538,,,Point(75.8272 26.9255),1.382,1.0,http://www.wikidata.org/entity/Q543654,"('26.9255', '75.8272')"
170,,26.98795556,75.85561667,Laxmi Narayan Temple,,D,blue,,,Hindu temple,,,http://www.wikidata.org/entity/Q97459442,,,Point(75.85561667 26.98795556),8.841,1.0,http://www.wikidata.org/entity/Q842402,"('26.98795556', '75.85561667')"
171,,26.98888056,75.85636389,Jama Masjid,,D,blue,,,mosque,,,http://www.wikidata.org/entity/Q97459441,,,Point(75.85636389 26.98888056),8.965,1.0,http://www.wikidata.org/entity/Q32815,"('26.98888056', '75.85636389')"
172,,26.9265194,75.8095736,Q102453479,,D,blue,,,gate,,,http://www.wikidata.org/entity/Q102453479,,,Point(75.8095736 26.9265194),1.544,1.0,http://www.wikidata.org/entity/Q53060,"('26.9265194', '75.8095736')"
173,,26.984861111111,75.852416666667,Kesar Kyari Garden,,D,blue,,,garden,,,http://www.wikidata.org/entity/Q110122752,,,Point(75.852416666 26.984861111),8.398,1.0,http://www.wikidata.org/entity/Q1107656,"('26.984861111111', '75.852416666667')"
174,,26.986944444444,75.85375,Ram Bagh,,D,blue,,,garden,,,http://www.wikidata.org/entity/Q110910357,,,Point(75.85375 26.986944444),8.663,1.0,http://www.wikidata.org/entity/Q1107656,"('26.986944444444', '75.85375')"
